ID,Title,Topic,Category,URL,Description,Words,Duration,YouTube Title,Video Path
474,KANNADA - 2-M PUZZLE - 22 FEB 2015 -,5,Shapes and structures,https://www.youtube.com/watch?v=42f4OLHxD_Q,"In this puzzle there are two M shapes made of steel. They are exactly similar and made from a square cross section of steel. How to interlock them? There is only one way. Align the open square sections of both Ms and slide them in. Once the two sections are interlocked it would appear very difficult to remove them. No matter how hard you try you will find it very difficult to separate them. The only way to separate them is to once again align their open ends and slide them apart. This may look a little difficult but will come easily after a little practice. You must repeatedly put the M sections in and take them apart to get a good feel for the puzzle.
The procedure for putting them together is shown once again. ","square, puzzle, similar, shown, shapes, easily, interlock, remove, feel, difficult, slide, section, separate, steel, interlocked, cross, sections, procedure, hard, align, putting, repeatedly, matter, ms, practice",1 MIN 42 SEC,Two-M Puzzle | Kannada | World of Puzzles,downloads/Two-M Puzzle | Kannada | World of Puzzles.mp4
475,KANNADA - TWO NAIL PUZZLE - 22 FEB 2015 -,8,Paper folding,https://www.youtube.com/watch?v=3PhLvfnsqBM,"In this puzzle there are two similar nails of a special shape. The nails are bent in the middle to make a loop such that the start and end of the nails are at right angles. Here you can see two long nails bent into a loop in the middle. 
Once the nails are interlocked it might be difficult to separate them. Even after trying hard you may not succeed. But after a lot of struggle you might finally be able to take them apart. What is the trick? How to interlock them?
Well place the pointed end of each nail in the loop of the other. Slide them in and twist them. Simple, isn’t it. Now the two nails are interlocked. And now see the simple trick to separate them.","loop, finally, shape, middle, twist, simple, start, similar, angles, interlock, interlocked, slide, trick, lot, puzzle, separate, hard, special, isn’t, bent, difficult, struggle, succeed, nail, nails",1 MIN 30 SEC,Two Nail Puzzle | Kannada | World of Puzzles,downloads/Two Nail Puzzle | Kannada | World of Puzzles.mp4
476,KANNADA - HANDCUFF PUZZLE - 22 FEB 2015 -,2,Water and surfaces,https://www.youtube.com/watch?v=Xp1EwzoTM2E,"The Handcuff puzzle is simple to describe. You can see two loops joined together by rectangular links. There is a wire ring on the right side. Once the ring is inside the handcuff it looks impossible to remove it. Try hard but the ends of the circular loops prevent the ring from coming out. There is however a way. Twist the two handcuffs so as to make a U shaped well and then you will be able to remove the ring easily. 
How to put the ring back? It is easy. Slide the ring and once again twist the two circles of the handcuff so that the ring is locked. In this position it will be impossible to get the ring out. But once again you can twist the two circles of the handcuff to make a U shaped well and then you will be able to remove the ring. ","ring, inside, simple, remove, twist, puzzle, impossible, slide, circular, easily, coming, position, hard, locked, rectangular, describe, handcuffs, links, handcuff, prevent, circles, wire, joined, easy, shaped, loops",1 MIN 22 SEC,Handcuff Puzzle | Kannada | World of Puzzles,downloads/Handcuff Puzzle | Kannada | World of Puzzles.mp4
477,KANNADA - HEART PUZZLE - 22 FEB 2015 -,8,Paper folding,https://www.youtube.com/watch?v=zUM5fmdXp_o,"This puzzle has two parts – a wire handcuff on the left side and a soldered wire heart on the right side. In this position the heart is locked in the handcuff. How to remove it? 
The way to do is to first slide the U depression of the heart in the loop of the handcuff – attached to the circular part. Then remove the dumbbell shape. Now the heart will come loose of the handcuff. 
To lock the heart in the handcuff you have repeat the procedure. Slide the U depression of the heart in the loop of the circular part and then rotate the dumbbell shape. This will lock the heart in the handcuff. ","repeat, left, loop, shape, lock, heart, circular, remove, handcuff, rotate, slide, puzzle, position, procedure, locked, attached, depression, dumbbell, loose, soldered, wire",2 MIN 06 SEC,Heart Puzzle | Kannada | World of Puzzles,downloads/Heart Puzzle | Kannada | World of Puzzles.mp4
478,KANNADA - RING BEAD PUZZLE - 22 FEB 2015 -,2,Water and surfaces,https://www.youtube.com/watch?v=O4h_4hfxMcw,In this simple puzzle one is supposed to remove the red ring out. It is not possible to pull the ring out from the black discs. Nor can the red ring be removed from the circular green key end. The way is to move the ring on the notched key then slide one of the black disc through the key slit. Then twist the ring and gently remove it from the bead. You can of course lock the red ring back by the same procedure.,"ring, move, simple, remove, twist, black, puzzle, gently, slide, circular, lock, disc, removed, key, discs, green, red, notched, supposed, bead, procedure, slit, pull",1 MIN 30 SEC,Ring Bead Puzzle | Kannada | World of Puzzles,downloads/Ring Bead Puzzle | Kannada | World of Puzzles.mp4
479,KANNADA - REMOVE BEAD PUZZLE - 22 FEB 2015 -,8,Paper folding,https://www.youtube.com/watch?v=47D-8m_WD2I,"In this puzzle you have to remove the string and the beads from the leaf shape. The leaf is made from leather. There is a big hole in the middle of the leaf with an aluminum rivet. There is also a long rectangular slit in the leaf which is connected to the hole. 
The challenge is to remove the string and the beads from the leaf. The size of the bead is large and it cannot go through the hole. There is only way to accomplish the mission.  Lift the leather strip, double  it up and weave it through the hole. Pull the loop from the back side, and now the loop will be big enough to slide out the string along with the beads.  Now the string and the beads will be separated from the leaf. 
How to put the string and the beads back?  Follow the same procedure. Double the strip and weave it through the hole. Pull the strip loop from the back side and then weave one bead through it. Then straighten the leaf and the strip will be in its original position locking the string and beads.","strip, loop, shape, size, middle, lift, rectangular, pull, weave, double, string, remove, hole, original, beads, slide, slit, bead, puzzle, position, procedure, separated, challenge, leather, follow, straighten, locking, mission, accomplish, rivet, leaf, connected, aluminum",2 MIN 04 SEC,Remove Bead Puzzle | Kannada | World of Puzzles,downloads/Remove Bead Puzzle | Kannada | World of Puzzles.mp4
480,KANNADA - T-PUZZLE - 22 FEB 2015 -,5,Shapes and structures,https://www.youtube.com/watch?v=IqsIQE6PpWU,"The T puzzle is a very old and challenging puzzle. The puzzle consists of 4 separate pieces which when assembled together make a T shape. It is a very counter-intuitive puzzle. It looks easy but it is difficult to assemble. People often take the wrong lead so it takes them a lot of time to assemble it. And this is what makes it a very challenging puzzle. Here you can see that all the 4 pieces of the puzzle have been assembled into a T. This puzzle has been available commercially for many years. It can easily be cut at home out of wood, rubber or thick card. This is the same T puzzle cut from very good quality wood. And this is how the 4 pieces are put together to form the T. This puzzle can be easily made at home using wood, rubber or thick card.","cut, pieces, puzzle, card, shape, rubber, easy, assemble, makes, time, easily, home, assembled, wood, thick, form, difficult, separate, lot, challenging, consists, people, quality, lead, takes, wrong, counter, intuitive, commercially",1 MIN 29 SEC,T-Puzzle | Kannada | World of Puzzles,downloads/T-Puzzle | Kannada | World of Puzzles.mp4
481,KANNADA - TETRA PUZZLE - 22 FEB 2015 -,5,Shapes and structures,https://www.youtube.com/watch?v=CHOTwqLHag0,"In Tetra puzzle is a bought out puzzle but you can easily make it at home by sticking 20 plastic balls in 4 formations. There are 4 pieces in all – two pieces have 6 balls each and are in the shape of 2 x 3 rectangle. The other two pieces have 4 balls each stuck together in a straight line to make a 1 x 4 rectangle. Now you have to assemble these 4 pieces to make a regular tetrahedron. First take the 6 piece and place it snugly on the 4 piece. Then rotate the second 6 piece at right angles and place it on the first 6piece. Finally place the 4 piece to make a regular tetrahedron. Tetra means 4 and hedrons means triangles. So, the Tetrahedron is a 3-D shape composed of 4 triangles. You can see three triangles on the sides and one in the base.  Many substances have a tetrahedronal structure – for instance the gas methane’s structure is a tetrahedron.","triangles, pieces, base, puzzle, rectangle, structure, piece, tetrahedron, shape, plastic, tetra, assemble, easily, angles, home, balls, stuck, finally, sticking, line, snugly, regular, formations, composed, means, bought, tetrahedronal, straight, rotate, gas, instance, 6piece, hedrons, methane’s, substances",1 MIN 13 SEC,Tetra Puzzle | Kannada | World of Puzzles,downloads/Tetra Puzzle | Kannada | World of Puzzles.mp4
482,KANNADA - SPRING RING PUZZLE - 22 FEB 2015 -,2,Water and surfaces,https://www.youtube.com/watch?v=0QHP_Clh55U,"This is simple puzzle. It consists of a spring and a ring. Both ends of the spring are soldered – they are not OPEN. Here you can see the ring in the spring. The puzzle is to remove the ring from the spring. At this stage no matter what you do it will be impossible to remove the ring from the spring. Remember both ends of the spring are welded and are not open. You cannot remove the ring from the ends of the spring. You can slide the ring and bring it to the other end of the spring. But this end is also welded so you can’t remove the ring from there. 
There is one way. Bring the ring in the middle and give it a “TWIST”. There will be a “click” sound. And now you will be able to remove the ring easily from the spring. How to “lock” the ring back into the spring? Slide the ring in the spring and once again “TWIST” it. There will be a “click” sound and the ring will be locked in the spring. Then give it to a friend to solve the puzzle. ","ring, spring, simple, remove, middle, twist, sound, bring, puzzle, impossible, slide, stage, remember, lock, click, welded, easily, can’t, locked, matter, solve, friend, consists, soldered",1 MIN 39 SEC,Spring Ring Puzzle | Kannada | World of Puzzles,downloads/Spring Ring Puzzle | Kannada | World of Puzzles.mp4
482,KANNADA - SPRING RING PUZZLE - 22 FEB 2015 -,2,Water and surfaces,https://www.youtube.com/watch?v=0QHP_Clh55U,"This is simple puzzle. It consists of a spring and a ring. Both ends of the spring are soldered – they are not OPEN. Here you can see the ring in the spring. The puzzle is to remove the ring from the spring. At this stage no matter what you do it will be impossible to remove the ring from the spring. Remember both ends of the spring are welded and are not open. You cannot remove the ring from the ends of the spring. You can slide the ring and bring it to the other end of the spring. But this end is also welded so you can’t remove the ring from there. 
There is one way. Bring the ring in the middle and give it a “TWIST”. There will be a “click” sound. And now you will be able to remove the ring easily from the spring. How to “lock” the ring back into the spring? Slide the ring in the spring and once again “TWIST” it. There will be a “click” sound and the ring will be locked in the spring. Then give it to a friend to solve the puzzle. ","ring, spring, simple, remove, middle, twist, sound, bring, puzzle, impossible, slide, stage, remember, lock, click, welded, easily, can’t, locked, matter, solve, friend, consists, soldered",1 MIN 39 SEC,Spring Ring Puzzle | Kannada | World of Puzzles,downloads/Spring Ring Puzzle | Kannada | World of Puzzles.mp4
483,KANNADA - TREE TALE - TECOMA STANS - 24 FEB 2015 -,9,Plants and trees,https://www.youtube.com/watch?v=1qFzDqL-hfY,"In our series Tree Tales today we are going to learn about a tree – Tecoma stans. The word Tecoma comes from Mexico and “stans” means erect. This tree is commonly called the yellow Elder tree. The tree does not have much of a trunk. It is like an over grown bush. It has very dense green foliage. The tree has pretty yellow flowers and it grows to a height of about 20-feet.  The yellow flowers appear in profusion during the monsoon season and the tree continues to flowers until the winters. Have a close-up view of the flowers. The flowers are bell shaped – almost like the shape of a trumpet. So, the tree is commonly called the Trumpet Tree. Because of its sweet nectar the flowers attract a lot of bees and butterflies. Here you can see the long pods of the Tecoma stans. And now you can see the bud full of air. Here a girl is plucking a bud. Then she hits it on her forehead. And lo, it makes a very loud sound. See, this again. That’s why children love this tree.","tree, flowers, called, grown, green, yellow, pods, lot, height, bees, children, grows, means, shaped, bud, makes, shape, feet, nectar, pretty, love, air, dense, close, commonly, bell, season, butterflies, attract, stans, tecoma, trumpet, foliage, sweet, series, sound, trunk, girl, that’s, bush, profusion, loud, learn, winters, erect, view, lo, hits, plucking, continues, elder, forehead, mexico, monsoon, tales, word",1 MIN 36 SEC,Tree Tales - Tecoma stans | Kannada,downloads/Tree Tales - Tecoma stans | Kannada.mp4
484,KANNADA - TWO PIECE TETRAHEDRON - 25 FEB 2015 -,5,Shapes and structures,https://www.youtube.com/watch?v=lb3c80KLPsw,This is a very popular puzzle. It is called as the two-piece tetrahedron puzzle. Here are two pieces exactly similar which can be assembled together to make a TETRAHEDRON. The two pieces are made of plastic. It is a readymade puzzle. As the pieces are exactly similar hence you have to scratch your brains to assemble them in the shape of a tetrahedron. Unless you get the correct orientation and the right facets it pieces will not assemble in a tetrahedron. But suddenly the solution will come to you in a flash and the two pieces will assemble into a tetrahedron.,"pieces, puzzle, piece, tetrahedron, shape, similar, plastic, assemble, assembled, called, orientation, readymade, scratch, suddenly, facets, popular, correct, brains, flash, solution",1 MIN 31 SEC,Two Piece Tetrahedron | Kannada | World of Puzzles,downloads/Two Piece Tetrahedron | Kannada | World of Puzzles.mp4
485,KANNADA - TAILOR'S BIAS - 25 FEB 2015 -,6,Mixing and reactions,https://www.youtube.com/watch?v=bL7VRCf6pcA,We all wear clothes but are not aware about a fundamental property of ordinary cloth.  This is the Bias Cut. If you pull the opposite edges of an ordinary hanky it will stretch just a few millimeters. But if you stretch the same hanky along its diagonal then the stretch is much larger. Tailors have known this wonderful property of cloth called Bias Cut for centuries. The tailors discovered this much before the engineers. Now we will do some measurements. If you pull the hanky along the warp or weft the stretch or the strain would be very little. But if the same hanky is stretched along the diagonal then you will find that the stretch is much larger. Here you can see the square made from matchsticks and rubber joints does not stretch along the warp-weft but stretches a lot along the diagonal. This means that in cloth the Poisson’s Ratio or lateral contraction is large. Therefore tailors have always draped women in cloth cut along the bias. It makes women look much prettier and shapely.,"stretch, pull, rubber, cut, means, ordinary, wonderful, lot, called, cloth, makes, clothes, larger, hanky, diagonal, stretched, bias, tailors, wear, opposite, property, women, warp, weft, edges, ratio, fundamental, aware, centuries, contraction, draped, engineers, lateral, millimeters, poisson’s, prettier, shapely, strain, stretches, discovered, measurements, joints, matchsticks, square",2 MIN 13 SEC,Tailor's Bias | Kannada,downloads/Tailor's Bias | Kannada.mp4
486,KANNADA - THREAD WEB - 25 FEB 2015 -,8,Paper folding,https://www.youtube.com/watch?v=V_Y7fJOlmKE,People call it the DREAM CATHCHER but to me it looks like a SPIDER’S WEB. You need a wire ring and ordinary thread. Mark 8 equally spaced dots on the ring and make notches on them. Tie one end of the thread in one notch. The notches will keep the thread it place. Weave the thread in the pattern shown. Remove the thread from below. Keep the thread stretched. Continue along the whole circle to make an OCTAGON. You just need to continue this. First make a knot in the middle of the first line. Then continue weaving the thread from below as earlier. Place the thread from top and pull it from below. Complete the whole circle. Start the new round by making a knot in the middle of the line. The continue weaving - place the thread from top and pull it from below. Make a knot in every new round and continue weaving. Keep weaving in this pattern like a spider until you come to the center. Finally tie a knot to complete the web. This entire pattern has been made from a single piece of thread. You can also use color wool to make beautiful patterns.,"beautiful, top, line, shown, circle, color, finally, center, mark, middle, piece, thread, pull, weave, complete, start, pattern, continue, patterns, remove, tie, knot, single, people, weaving, earlier, notches, entire, octagon, dots, equally, notch, cathcher, dream, call, spider’s, web, ring, spider, wire, wool, ordinary, round, stretched, spaced",3 MIN 51 SEC,Thread Web | Kannada,downloads/Thread Web | Kannada.mp4
487,KANNADA - MEANING OF SYNERGY - 25 FEB 2015 -,5,Shapes and structures,https://www.youtube.com/watch?v=Y-n1kydiZgI,"Bucky Fuller was an iconic designer. In the 1950s he designed the Geodesic Dome and predicted that it was the lightest structure for its weight. In the 1970s when the Electron Microscope was invented, scientists discovered that the structure of the protein virus was indeed a geodesic!
Bucky was also the first person to coin the word SYNERGY and popularize it. He was very fond of India and visited the country often. In the late seventies he met the late Prime Minister of India Mrs. Indira Gandhi. He tried to convey the meaning of Synergy to her, but she did not get it. So Bucky pulled out three equilateral triangles from his bag. He assembled all three to make a tepee - a tetrahedron. He asked the Prime Minister ""How many triangles do you see?"" and she replied ""FOUR"". Indeed the 3 triangles when arranged to stand up create a fourth triangle at the base. So, Synergy really meant that the WHOLE was more than the sum of the parts!!
The tetrahedron is a basic building block. Many of the chemical bonds are tetrahedronal. Here you see the molecular structure of methane CH4 made from matchsticks and cycle valve tubes. The 4 marbles represent the Hydrogen atoms and the red bead in the center represents the Carbon.","triangles, triangle, base, structure, matchsticks, tetrahedron, equilateral, valve, center, stand, sum, cycle, assembled, arranged, india, block, atoms, bucky, synergy, represent, word, create, weight, marbles, red, bag, geodesic, late, minister, prime, person, invented, tetrahedronal, meaning, basic, tubes, building, bead, fourth, discovered, coin, carbon, chemical, pulled, hydrogen, designed, designer, 1950s, 1970s, bonds, ch4, convey, country, dome, electron, fond, fuller, gandhi, iconic, indira, lightest, meant, met, methane, microscope, molecular, popularize, predicted, protein, replied, represents, scientists, seventies, tepee, virus, visited",2 MIN 58 SEC,Meaning of Synergy | Kannada,downloads/Meaning of Synergy | Kannada.mp4
488,KANNADA - WHO'S WHO AT THE ZOO - 26 FEB 2015 -,5,Shapes and structures,https://www.youtube.com/watch?v=bm9d4hJKvq0,"This is the most amazing puzzle. For children it is a delightful animal jigsaw. You can take a printout of this on a stiff card sheet from our website. Then color the animals and beautify them. Then cut the animals with a sharp pen knife on the outlines. Separate all the animals. If they are on thick rubber than you can even make the animals stand individually. Well, now starts the challenge. You have to arrange all the animals again into a rectangle. This will be fun. The tentacles of the octopus will snug into the wings of the duck. The red fish will fit neatly into the mouth of the dog. You will really enjoy putting all the animals back into a rectangle.
This is another animal jigsaw but this time there are different animals – the elephant, kangaroo. Take a printout on a thick card sheet and cut them into individual animals. Then the animals have to be once again arranged into a rectangle. This will be tough but loads of fun as in any other jigsaw.
One message – the best and most creative jigsaws are not bought from the superstore but made at home.","cut, puzzle, card, rectangle, sheet, rubber, animal, color, time, enjoy, mouth, arrange, animals, pen, stand, home, amazing, fun, children, stiff, creative, thick, arranged, separate, wings, fit, delightful, dog, jigsaw, individual, red, knife, printout, putting, bought, challenge, duck, jigsaws, individually, neatly, beautify, website, outlines, sharp, snug, fish, starts, loads, tough, elephant, kangaroo, message, octopus, superstore, tentacles",2 MIN 36 SEC,Who's Who at the Zoo | Kannada | Amazing Jigsaws,downloads/Who's Who at the Zoo | Kannada | Amazing Jigsaws.mp4
489,KANNADA - JOIN THE CIRCLES - 26 FEB 2015 -,8,Paper folding,https://www.youtube.com/watch?v=SB6vfMkQzZY,"This beautiful matching puzzle has been inspired by the Sri Aurobindo Ashram, Puduchery. Take printouts of two exactly similar patterns on stiff card sheets – one blue and the other red. Then cut all the individual circles. First cut the outlines of the circle and then the patterns inside them. On cutting this circle you will get two parts the Ying and the Yang. Cut all blue and red circles and the patterns inside them. The puzzle is to take a red piece and match it with its corresponding blue piece so as to make a full circle. This is a very interesting puzzle for little children. You don’t need to buy such jigsaws because you can make them at home with very simple materials. Here is a world class puzzle which you can make at home.","cut, card, beautiful, red, circle, piece, simple, inside, cutting, blue, similar, patterns, circles, children, stiff, outlines, sheets, puzzle, match, individual, don’t, class, puduchery, sri, ying, ashram, inspired, matching, aurobindo, printouts, yang, buy, jigsaws, world, home, materials",1 MIN 47 SEC,Join the Circles | Kannada | Preschool Puzzle,downloads/Join the Circles | Kannada | Preschool Puzzle.mp4
490,"KANNADA - TANGRAM - SEVEN PIECES,  MANY FACES - 26 FEB 2015",5,Shapes and structures,https://www.youtube.com/watch?v=vxLNo9V9AVU,"The Tangram is an ancient Chinese puzzle – invented thousands of years ago. It is made by cutting seven pieces from a square. There are two big triangles, two small triangles, one intermediate triangle, one parallelogram and a square. Here are the seven pieces cut from a rubber sheet. The first challenge is to remove the seven pieces from its square frame and then assemble them back into the frame. It is not very easy. Using all the seven pieces in one go you can make a few thousands birds, beasts and boats which can be easily recognized. The Tangram is a powerful and evergreen puzzle. Now place two small triangles on the sides of the square to make the face of the CAT and then make its body and then complete the whole cat by assembling all seven pieces. 
As all seven pieces have to be used every time so this puzzle is also a conservation of area. Here you can make a HUMAN figurine using all seven pieces. Or you can make a whale with its mouth wide open and its tail in the air. Or else you could assemble all the seven pieces to make a DUCK. Each time you use all the seven pieces. This puzzle has remained unparalleled for the past few thousand years. Here you assemble the seven pieces to make a very pretty SAILBOAT.","square, triangles, cut, triangle, pieces, puzzle, sheet, tail, rubber, easy, assemble, frame, time, easily, mouth, parallelogram, pretty, cutting, remove, body, birds, complete, wide, air, cat, figurine, conservation, human, tangram, thousands, invented, challenge, duck, ago, intermediate, chinese, remained, ancient, assembling, beasts, boats, evergreen, past, powerful, recognized, sailboat, thousand, unparalleled, whale",2 MIN 35 SEC,"Tangram - Seven Pieces, Many Faces | Kannada | Chinese Puzzle","downloads/Tangram - Seven Pieces, Many Faces | Kannada | Chinese Puzzle.mp4"
491,KANNADA - BLOOMING LOTUS - 25 APR 2015 -,8,Paper folding,https://www.youtube.com/watch?v=uCGw5Mb0A1A,"This blooming lotus looks very pretty in the dark. You will love the play of shadows and light. For making this model you will require a total of 12 strips of paper 30-cm long and 1-cm wide. 6 strips should be of magenta color, the other 6 should be green. Fold all the strips in the middle. Stick two magenta strips like a plus-sign. Then stick two more to the vertical strip and then upturn the model. Then glue two more horizontally. Now you will have a plus sign with 3 standing and 3 lying strips. 
Then make a similar plus sign using 6 green sticks and glue it at 45-degrees to the magenta plus sign. Once again upturn the model. Apply a dab of glue on all the top of all four right side magenta strips. Then take two adjoining magenta strips and stick them to make a loop. Make four such magenta loops or petals. Place the middle green strips on top of these four petals and then glue them to the loops. 
Once again make four petals with the green strips. Then lift the middle magenta petals on top of these green loops and stick them. This will complete this symmetric model. This beautiful model will look like a lotus flower. But its real beauty will be revealed if you wait for the night and place a lighted lamp in this center. Then the lotus will appear exquisite and you enjoy the patterns of light and dark.","fold, paper, strip, model, glue, stick, beautiful, strips, top, loop, color, center, flower, middle, lift, green, loops, upturn, wide, complete, petals, apply, sign, similar, patterns, degrees, pretty, vertical, magenta, play, light, night, lamp, real, dark, symmetric, lotus, beauty, standing, sticks, horizontally, require, dab, total, lighted, lying, love, wait, blooming, adjoining, revealed, exquisite, shadows, enjoy",4 MIN 46 SEC,Blooming Lotus | Kannada,downloads/Blooming Lotus | Kannada.mp4
492,KANNADA - ORANGE LAMP - 25 APR 2015 -,8,Paper folding,https://www.youtube.com/watch?v=iWLzlR6kTcc,"We are going to make a very beautiful lamp from an orange. Yes, an orange! You will need an orange, sweet lime, cutter, some wax jelly and a wick. Cut the top of the orange with a knife and discard it. Using a blunt spoon remove the soft fleshy part of the orange. You can eat this tasty part. We just need the flesh of the orange as a container for the lamp. With the help of a stiff straw punch out a series of holes near the rim of the orange shell. These holes will look very pretty once the lamp glows. Then pack the shell with wax jelly – which is transparent and will act like a fuel. Then embed a cotton wick in the jelly and then pack the jelly in the orange to the top. Then stick color beads on the orange rim to decorate it. Finally light the lamp. The wax jelly will burn. At night the orange will glow because its skin is transparent. The glowing orange will look extremely beautiful and pretty.","cut, stick, beautiful, top, color, finally, remove, orange, beads, pretty, stiff, holes, light, night, lamp, punch, decorate, shell, discard, jelly, knife, blunt, act, series, pack, glow, sweet, cutter, extremely, transparent, eat, flesh, fleshy, glowing, lime, tasty, glows, embed, skin, wick, rim, container, soft, cotton, straw, fuel, spoon, wax, burn",2 MIN 51 SEC,Orange Lamp | Kannada,downloads/Orange Lamp | Kannada.mp4
493,KANNADA - CUBICAL LANTERN - 21 APR 2015 -,8,Paper folding,https://www.youtube.com/watch?v=D7if3yR6qqQ,"We are going to make a beautiful lantern. Take a printout on a stiff A-4 card sheet. First cut all along the outline. This is the shape you will get. Now score all the lines with the help of a scale and the back or blunt side of the pen knife. The scored lines will be easy to fold. Score all horizontal and vertical lines. Now fold the model as shown – both from top and below. The four squares will make the main facets of the lantern. Then punch out big and small holes to make the lantern look pretty. Fan fold the model and you will see the half triangles. Cut of many layers of triangles. On cutting the triangles the lantern will become slightly skewed at the top and bottom. Then open the model. With glue stick colored translucent paper squares on all the facets of the lantern. Finally, glue to make the cubical lantern shape. Place rubber bands on the triangular flaps on the top and bottom. This will give the lantern a very beautiful shape. Hang some tassels and tie a string to hang the lantern. Place a small bulb inside and the lantern will glow beautifully at night. You can also make a big lantern using old corrugated boxes.","fold, paper, cut, model, half, glue, stick, card, beautiful, sheet, triangles, top, shown, lines, lantern, finally, squares, flaps, shape, inside, bottom, pen, cutting, string, hang, layers, triangular, tie, outline, pretty, colored, stiff, vertical, holes, printout, scale, night, punch, bulb, easy, main, facets, horizontal, bands, tassels, knife, blunt, slightly, glow, skewed, scored, score, translucent, fan, beautifully, rubber, cubical, boxes, corrugated",3 MIN 49 SEC,Cubical Lantern | Kannada,downloads/Cubical Lantern | Kannada.mp4
494,KANNADA - ALONG THE GRAIN - 28 APR 2015 -,9,Plants and trees,https://www.youtube.com/watch?v=t9hO6VCtPwE,"In this experiment the girl is tearing a newspaper ALONG its grain and she is able to tear fairly long and parallel strips. On the other hand the boy is tearing the newspaper ACROSS the grain and tears only short pieces.  Let’s investigate it further. We know that newsprint is made of plant material which have fibers and are oriented in a special direction. Take a single sheet of newspaper. Fold it and cut it in two equal halves. We will investigate what happens if we tear it ALONG the grain and ACROSS it. 
First as we tear the newspaper along the grain we get long parallel strips. It is much easier to tear the newsprint along its fibers. However, if you tear the same newsprint ACROSS its grain you will only get very short pieces. Similarly, wood is always planed along its grain for smoothness. Across the grain planning the wood will make it very rough.","wood, tear, grain, plant, cut, hand, newsprint, fibers, rough, easier, tearing, girl, tears, investigate, material, boy, oriented, planed, planning, smoothness, fairly, single, parallel, pieces, special, let’s, newspaper, equal, short, strips, halves, experiment, similarly, direction, sheet, fold",2 MIN 03 SEC,Along The Grain | Kannada,downloads/Along The Grain | Kannada.mp4
495,KANNADA - NO KNOT AIR BALLOON - MAY 01  2015 -,6,Mixing and reactions,https://www.youtube.com/watch?v=ZGiVkkO9h2k,"We are going to see a very clever method of tying an inflated balloon without a knot. You need a stiff card piece 5-cm square and a piece of thread. Normally after inflating a balloon you tie a knot. Often this knot is very difficult to open and so the balloon cannot be reused. But there is clever way of reusing the balloon. Make a small hole in a stiff card with a scissors. Then inflate the balloon and loop a thread on its neck. Take both the ends of the balloon and weave it through the hold of the stiff card. As the pull the thread ends the neck of the balloon will come through the card. This doubled up neck will act as a lock and prevent the balloon from deflating. The balloon will remain inflated without tying a knot on its neck. By pulling out the balloon from the card you can deflate the balloon.
You can hang the balloon for a long time and it will remain inflated. In a similar way you can also tie the mouths of two balloons in a way that you can reuse them again. For opening the balloon, pull the neck from the card hole, remove the thread and the balloon will deflate.
This is a good way to lock the mouth of a balloon. You can even play with this balloon.","balloon, inflate, tie, stiff, pull, balloons, piece, mouth, inflated, time, knot, pulling, neck, remain, thread, hang, hole, deflate, remove, tying, play, hold, scissors, prevent, clever, mouths, act, card, method, doubled, deflating, inflating, reuse, reused, reusing, difficult, lock, similar, weave, loop, square",2 MIN 07 SEC,No Knot Air Ballloon | Kannada,downloads/No Knot Air Ballloon | Kannada.mp4
496,KANNADA - HELICOPTER FAN - MAY 01  2015 -,1,Spinning and moving objects,https://www.youtube.com/watch?v=sTlcJmTUWLA,"The Helicopter Fan is a delightful experiment. As the toy motor spins the whole apparatus goes round and round. How does it work? For making it you need a 30-cm wooden scale, a toy motor, battery, old pen and a pointed wooden stick. The toy motor is mounted on a piece of rubber. This makes it easy to stick. If the motor is connected to the battery the propeller spins. Apply rubber glue on both ends of the scale. Stick the motor on one end and battery on the other end of the scale. Make a hole in the middle of the scale. Cut 5-cm from the back end of a ball pen. The pen end will act as a pivot. Press fit the pen piece tightly in the hole. Now perch the whole apparatus on a pointed wooden stick. The whole scale should spin freely on the stick point. On connecting the motor terminals to the battery the motor fan will start spinning. As per Newton’s Third Law of motion – Every Action has an equal and Opposite Reaction. And so the whole scale will start spinning at a fast speed. You can enjoy the spinning of the scale in slow motion. This experiment is Action and Reaction at its best. Here you can see two young girls playing with this wonderful model.","fan, spin, stick, pen, spinning, spins, cut, ball, propeller, round, hole, glue, wooden, fast, mounted, makes, rubber, press, piece, pivot, freely, fit, scale, equal, wonderful, speed, model, perch, opposite, experiment, delightful, motion, playing, middle, start, act, enjoy, easy, tightly, apply, helicopter, newton’s, slow, apparatus, action, reaction, girls, law, terminals, motor, connected, battery, connecting",2 MIN 19 SEC,Helicopter Fan | Kannada,downloads/Helicopter Fan | Kannada.mp4
